"idRegistro";"dataHora";"valor";"fkMaquina";"fkComponente"
433;"2023-09-12 15:28:29";1.3;2000;3
434;"2023-09-12 15:28:30";2.6;2000;3
435;"2023-09-12 15:28:31";5.3;2000;3
436;"2023-09-12 15:28:32";2.4;2000;3
437;"2023-09-12 15:28:33";3.0;2000;3
438;"2023-09-12 15:28:34";2.4;2000;3
439;"2023-09-12 15:28:35";2.7;2000;3
440;"2023-09-12 15:28:36";2.8;2000;3
441;"2023-09-12 15:28:37";2.4;2000;3
442;"2023-09-12 15:28:38";1.7;2000;3
443;"2023-09-12 15:28:39";3.5;2000;3
444;"2023-09-12 15:28:40";3.6;2000;3
445;"2023-09-12 15:28:41";2.8;2000;3
446;"2023-09-12 15:28:42";3.0;2000;3
447;"2023-09-12 15:28:43";3.1;2000;3
448;"2023-09-12 15:28:44";3.4;2000;3
449;"2023-09-12 15:28:45";1.7;2000;3
450;"2023-09-12 15:28:46";2.8;2000;3
451;"2023-09-12 15:28:47";2.4;2000;3
452;"2023-09-12 15:28:48";5.1;2000;3
453;"2023-09-12 15:28:49";1.3;2000;3
454;"2023-09-12 15:28:50";0.9;2000;3
455;"2023-09-12 15:28:51";4.9;2000;3
456;"2023-09-12 15:28:52";10.8;2000;3
457;"2023-09-12 15:28:53";3.8;2000;3
458;"2023-09-12 15:28:54";2.4;2000;3
459;"2023-09-12 15:28:55";3.5;2000;3
460;"2023-09-12 15:28:56";2.6;2000;3
461;"2023-09-12 15:28:57";2.8;2000;3
462;"2023-09-12 15:28:58";3.0;2000;3
463;"2023-09-12 15:28:59";1.8;2000;3
464;"2023-09-12 15:29:00";3.0;2000;3
465;"2023-09-12 15:29:01";2.9;2000;3
466;"2023-09-12 15:29:02";2.8;2000;3
467;"2023-09-12 15:29:03";2.2;2000;3
468;"2023-09-12 15:29:04";3.2;2000;3
469;"2023-09-12 15:29:05";2.9;2000;3
470;"2023-09-12 15:29:06";2.4;2000;3
471;"2023-09-12 15:29:07";2.6;2000;3
472;"2023-09-12 15:29:08";3.4;2000;3
473;"2023-09-12 15:29:09";1.9;2000;3
474;"2023-09-12 15:29:10";4.5;2000;3
475;"2023-09-12 15:29:11";4.2;2000;3
476;"2023-09-12 15:29:12";2.4;2000;3
477;"2023-09-12 15:29:13";3.4;2000;3
478;"2023-09-12 15:29:14";2.0;2000;3
479;"2023-09-12 15:29:15";3.0;2000;3
480;"2023-09-12 15:29:15";3.0;2000;3
481;"2023-09-12 15:29:16";3.8;2000;3
482;"2023-09-12 15:29:17";2.3;2000;3
483;"2023-09-12 15:29:18";1.3;2000;3
484;"2023-09-12 15:29:19";3.0;2000;3
485;"2023-09-12 15:29:20";4.8;2000;3
486;"2023-09-12 15:29:21";2.8;2000;3
487;"2023-09-12 15:29:22";6.4;2000;3
488;"2023-09-12 15:29:23";3.0;2000;3
489;"2023-09-12 15:29:24";4.2;2000;3
490;"2023-09-12 15:29:25";6.4;2000;3
491;"2023-09-12 15:29:25";4.62;2000;3
492;"2023-09-12 15:29:26";4.2;2000;3
493;"2023-09-12 15:29:27";2.0;2000;3
494;"2023-09-12 15:29:28";3.9;2000;3
495;"2023-09-12 15:29:29";1.7;2000;3
496;"2023-09-12 15:29:30";0.2;2000;3
497;"2023-09-12 15:29:31";2.8;2000;3
498;"2023-09-12 15:29:32";0.8;2000;3
499;"2023-09-12 15:29:33";1.8;2000;3
500;"2023-09-12 15:29:34";5.4;2000;3
501;"2023-09-12 15:29:35";5.7;2000;3
502;"2023-09-12 15:29:36";1.4;2000;3
503;"2023-09-12 15:29:37";4.7;2000;3
504;"2023-09-12 15:29:38";2.6;2000;3
505;"2023-09-12 15:29:39";0.7;2000;3
506;"2023-09-12 15:29:40";2.6;2000;3
507;"2023-09-12 15:29:41";3.4;2000;3
508;"2023-09-12 15:29:42";1.1;2000;3
509;"2023-09-12 15:29:43";3.8;2000;3
510;"2023-09-12 15:29:44";2.0;2000;3
511;"2023-09-12 15:29:45";1.1;2000;3
512;"2023-09-12 15:29:46";3.2;2000;3
513;"2023-09-12 15:29:47";4.3;2000;3
514;"2023-09-12 15:29:48";13.3;2000;3
515;"2023-09-12 15:29:49";14.4;2000;3
516;"2023-09-12 15:29:50";7.4;2000;3
517;"2023-09-12 15:29:51";18.1;2000;3
518;"2023-09-12 15:29:52";32.5;2000;3
519;"2023-09-12 15:29:53";21.7;2000;3
520;"2023-09-12 15:29:54";19.4;2000;3
521;"2023-09-12 15:29:55";5.5;2000;3
522;"2023-09-12 15:29:56";3.6;2000;3
523;"2023-09-12 15:29:57";1.9;2000;3
524;"2023-09-12 15:29:58";4.3;2000;3
525;"2023-09-12 15:29:59";4.5;2000;3
526;"2023-09-12 15:30:00";4.2;2000;3
527;"2023-09-12 15:30:01";8.7;2000;3
528;"2023-09-12 15:30:02";3.4;2000;3
529;"2023-09-12 15:30:03";6.7;2000;3
530;"2023-09-12 15:30:04";6.8;2000;3
531;"2023-09-12 15:30:05";4.9;2000;3
532;"2023-09-12 15:30:06";2.2;2000;3
533;"2023-09-12 15:30:07";-0.1;2000;3
534;"2023-09-12 15:30:08";17.1;2000;3
535;"2023-09-12 15:30:09";14.7;2000;3
536;"2023-09-12 15:30:10";5.9;2000;3
537;"2023-09-12 15:30:11";3.4;2000;3
538;"2023-09-12 15:30:12";12.4;2000;3
539;"2023-09-12 15:30:13";3.9;2000;3
540;"2023-09-12 15:30:14";5.3;2000;3
541;"2023-09-12 15:30:15";2.0;2000;3
542;"2023-09-12 15:30:16";2.6;2000;3
543;"2023-09-12 15:30:17";3.4;2000;3
544;"2023-09-12 15:30:18";5.7;2000;3
545;"2023-09-12 15:30:19";2.8;2000;3
546;"2023-09-12 15:30:20";4.2;2000;3
547;"2023-09-12 15:30:21";8.8;2000;3
548;"2023-09-12 15:30:22";7.2;2000;3
549;"2023-09-12 15:30:23";8.7;2000;3
550;"2023-09-12 15:30:24";6.0;2000;3
551;"2023-09-12 15:30:25";4.1;2000;3
552;"2023-09-12 15:30:26";5.6;2000;3
553;"2023-09-12 15:30:27";8.8;2000;3
554;"2023-09-12 15:30:28";2.5;2000;3
555;"2023-09-12 15:30:29";0.5;2000;3
